sheet_title,breakdown,scenario,series,unit,year,value
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2030,14.13
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2031,14.93
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2032,15.64
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2033,16.17
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2034,16.62
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2035,16.96
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2036,17.12
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2037,17.31
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2038,17.4
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2039,17.56
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2040,17.74
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2041,17.92
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2042,18.14
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2043,18.38
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2044,18.59
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2045,18.83
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2046,19.04
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2047,19.22
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2048,19.48
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2049,19.73
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,High-Demand,High-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2050,20.0
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2027,19.97
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2028,20.53
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2029,20.56
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2030,20.56
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2031,20.23
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2032,19.75
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2033,19.13
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2034,19.05
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2035,19.05
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2036,19.4
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2037,19.95
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2038,20.16
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2039,20.86
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2040,20.61
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2041,20.22
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2042,20.29
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2043,20.29
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2044,20.05
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2045,19.86
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2046,19.47
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2047,19.06
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2048,19.07
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2049,19.12
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Programs (Energy Efficiency Initiatives),Net Annual Energy Demand (TWh),2050,19.17
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2027,11.18
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2028,11.58
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2029,12.35
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2030,13.01
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2031,13.63
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2032,14.16
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2033,14.51
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2034,14.79
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2035,14.97
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2036,14.99
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2037,15.03
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2038,14.99
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2039,15.0
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2040,14.99
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2041,14.98
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2042,15.0
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2043,15.03
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2044,15.04
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2045,15.07
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2046,15.08
"Table 4: eDSM - Forecast - Annual Energy Demand Savings, By Type and Scenario",other,Low-Demand,Low-Demand Scenario Forecast Regulations (Building Codes & Equipment Standards),Net Annual Energy Demand (TWh),2047,15.05
